stage,textbook_index,exam_tags,level,CEFR,主題,english_word,KK音標,中譯,例句,翻譯,例句2,翻譯2,例句3,翻譯3,例句4,翻譯4,例句5,翻譯5,Year_1,Part_1,Source_1,詞性,詞性變化,片語,同義字,反義字,易混淆字,字首,字尾,字根,意思,例子,videoUrl
,,,L4,B2,,craft,/kræft/,(n.) 工藝；手藝；船；飛行器,She sells beautiful handmade crafts at the local market every weekend.,她每個週末在當地市場販售精美的手工藝品。,,,,,,,,,,,,n.,"名詞
可數；複數: crafts",,cunning; trade,,,,,,,,
高中,龍騰-B1-U4,,L4,B2,,creation,/krɪˋeʃən/,(n.) 創造；創作物,Her latest painting is a stunning creation of vibrant colors.,她最新的畫作是色彩鮮豔的驚人創作。,"The creation of the park was inspired by his daughter, Morgan, who suffers from severe cognitive delay and physical challenges.",公園的創建靈感來自於他的女兒摩根，她患有嚴重的認知發展遲緩及身體挑戰。,,,,,,,110,閱讀測驗-文本,Passage for 53-56,n.,"名詞
可數；複數: creations",,existence; conception; foundation; world,,,,-tion (state or action (狀態或行動)),,,,0PIhNZTTdv4
,,,L4,B2,,creativity,/͵krieˋtɪvətɪ/,(n.) 創造力,Creativity is essential for solving problems in new and innovative ways.,創造力對於以新穎且創新的方式解決問題至關重要。,It has long been assumed that creativity is some unusual trait enjoyed by the few.,長期以來，人們一直認為創造力是少數人擁有的不尋常特質。,,,,,,,107,綜合測驗,Passage for Q16-20,n.,"名詞
可數；複數: creativities",,,,,,-ity (state or quality (狀態或特性)),,,,
,,,L4,C2,,creep,/krip/,(v.) 躡手躡腳地走；爬行,"The cat crept silently toward the bird, hoping to catch it.",貓咪躡手躡腳地朝著鳥兒靠近，希望能抓到牠。,,,,,,,,,,,,v.,"動詞
過去式: crept
過去分詞: crept
現在分詞: creeping
第三人稱: creeps",,sneak; crawl; steal,,,,,,,,
,,,L4,B2,,critic,/ˋkrɪtɪk/,(n.) 評論家；批評者,The food critic wrote a very negative review of the new restaurant.,那位美食評論家對這家新餐廳寫了一篇非常負面的評論。,"As most fashion critics considered it ugly and cheap-looking, the use of Velcro was limited to athletic equipment.",由於大多數時尚評論家認為它又醜又廉價，魔鬼氈的用途僅限於運動器材。,,,,,,,113,閱讀測驗-文本,Passage for 35-38,n.,"名詞
可數；複數: critics",,,,,,,,,,
高中,龍騰-B4-U9,,L4,B2,,"criticism [`krɪtəˏsɪzəm]n. [U, C]",/ˋkrɪtɪk!/,(adj.) 批評的；關鍵的；危急的,Getting good grades in high school is critical for university admissions.,在高中取得好成績對大學入學至關重要。,"As the world population continues to grow, shortages of fresh water will occur more often and the need for additional water supplies will become critical.",隨著世界人口持續增長，淡水短缺將更頻繁地發生，而對額外水源的需求將變得至關重要。,,,,,,,107,閱讀測驗-文本,Passage for Q49-52,adj.,"形容詞
比較級: more critical
最高級: most critical",,crucial; acute; important; severe,,,,-al¹ (adj.) (relating to (與…有關的)),,,,tXHmIv0hIXM
高中,龍騰-B4-U9,,L4,B2,,"criticism [`krɪtəˏsɪzəm]n. [U, C]",/ˋkrɪtə͵sɪzəm/,(n.) 批評；評論,He ignored all the criticism and continued to follow his dream.,他無視所有的批評，繼續追隨他的夢想。,,,,,,,,,,,,n.,"名詞
可數；複數: criticisms",,,,,,,,,,tXHmIv0hIXM
,,,L4,B2,,criticize,/ˋkrɪtɪ͵saɪz/,(v.) 批評；評論,"It's easy to criticize others, but harder to offer solutions.",批評別人很容易，但提出解決方案卻更難。,,,,,,,,,,,,v.,"動詞
過去式: criticized
過去分詞: criticized
現在分詞: criticizing
第三人稱: criticizes",,,praise,,,,,,,
,,,L4,B2,,cruelty,/ˋkruəltɪ/,(n.) 殘酷；殘忍的行為,The animal shelter rescues pets from cruelty and neglect.,這間動物收容所從殘酷和忽視中解救寵物。,"Judo helped Popole Misenga to be strong both physically and mentally, and gave him the courage to escape the abuse (abuses/abusing/cruelty/cruelties) of his coaches.",柔道幫助波波爾．米桑加在身心方面都變得強壯，並給予他勇氣，擺脫教練的虐待。,,,,,,,111,混合題-題目,Question 47B,n.,"名詞
可數；複數: cruelties",,,,,,,,,,
,,,L4,,,crunchy,/ˋkrʌntʃɪ/,(adj.) 鬆脆的；鮮脆的,"I love eating crunchy apples, especially after they've been chilled.",我喜歡吃鬆脆的蘋果，尤其是在冰鎮過後。,,,,,,,,,,,,adj.,"形容詞
比較級: more crunchy
最高級: most crunchy",,firm; fresh,,,,,,,,
,,,L4,C2,,crush,/krʌʃ/,(n./v.) 壓碎；迷戀,She has a huge crush on the new exchange student.,她對新來的交換學生非常著迷。,"Probably the most widely used oil in cooking, olive oil is made by crushing olives with stone or steel blades to release the oil.",橄欖油可能是烹飪中最廣泛使用的油，它是透過用石頭或鋼刀壓碎橄欖來釋放油。,,,,,,,109,閱讀測驗-文本,Passage for 49-52,n./v.,"動詞
過去式: crushed
過去分詞: crushed
現在分詞: crushing
第三人稱: crushes

名詞
可數；複數: crushes",,suppress; squeeze; press; beat,,,,,,,,
,,,L4,,,cube,/kjub/,(n./v.) 立方體；塊,My little brother loves to play with building blocks shaped like cubes.,我弟弟喜歡玩形狀像立方體的積木。,,,,,,,,,,,,n./v.,"動詞
過去式: cubed
過去分詞: cubed
現在分詞: cubing
第三人稱: cubes

名詞
可數；複數: cubes",,block,,,,,,,,
,,,L4,,,cue,/kju/,(n./v.) 提示；暗示,The actor missed his cue and entered the stage late.,那位演員錯過了提示，所以晚進場了。,,,,,,,,,,,,n./v.,"動詞
過去式: cued
過去分詞: cued
現在分詞: cuing
第三人稱: cues

名詞
可數；複數: cues",,prompt; clue; remind,,,,,,,,
,,,L4,C2,,cunning,/ˋkʌnɪŋ/,(adj./n.) 狡猾的；巧妙的,The cunning fox outsmarted the hunters and escaped into the woods.,這隻狡猾的狐狸智取了獵人，逃進了樹林。,,,,,,,,,,,,adj./n.,"形容詞
比較級: more cunning
最高級: most cunning",,clever; craft; attractive; sly,,,,,,,,
,,,L4,B2,,curiosity,/͵kjʊrɪˋɑsətɪ/,(n.) 好奇心,My little sister's curiosity often leads her to ask many questions.,我妹妹的好奇心常使她問很多問題。,,,,,,,,,,,,n.,"名詞
可數；複數: curiosities",,wonder,,,,,,,,
,,,L4,,,curl,/kɝl/,(n./v.) 捲髮；捲曲物,The baby had a single golden curl bouncing on her forehead.,那嬰兒額頭上有一撮金色的捲髮在跳動。,,,,,,,,,,,,n./v.,"動詞
過去式: curled
過去分詞: curled
現在分詞: curling
第三人稱: curls

名詞
可數；複數: curls",,wave; curve; roll; loop,,,,,,,,
,,,L4,,,curse,/kɝs/,(n./v.) 詛咒；咒罵,He muttered a curse under his breath after dropping his phone.,他摔了手機後，低聲咒罵了一句。,,,,,,,,,,,,n./v.,"動詞
過去式: cursed
過去分詞: cursed
現在分詞: cursing
第三人稱: curses

名詞
可數；複數: curses",,torment; oath,communicate; bless,,,,,,,
,,,L4,B2,,curve,/kɝv/,(n./v.) 曲線；彎曲,"The road ahead has a sharp curve, so drive carefully.",前方的道路有個急彎，所以請小心駕駛。,,,,,,,,,,,,n./v.,"動詞
過去式: curved
過去分詞: curved
現在分詞: curving
第三人稱: curves

名詞
可數；複數: curves",,bend; cut; curl; wind,,,,,,,,
,,,L4,B1,,cushion,/ˋkʊʃən/,(n./v.) 墊子；靠墊,She put a soft cushion behind her back to make the chair more comfortable.,她在背後放了一個軟墊，讓椅子坐起來更舒服。,"Today, de Mestral's design is found almost everywhere: clothing and footwear, toys, airline seat cushions, blood pressure cuffs and surgeons' gowns.",如今，德．梅斯楚爾的設計幾乎無處不在：服裝和鞋類、玩具、飛機座椅坐墊、血壓計袖帶和外科醫生的手術服。,,,,,,,113,閱讀測驗-文本,Passage for 35-38,n./v.,"動詞
過去式: cushioned
過去分詞: cushioned
現在分詞: cushioning
第三人稱: cushions

名詞
可數；複數: cushions",,shock; soften,,,,,,,,
,,,L4,B2,,damp,/dæmp/,(adj./n./v.) 潮濕的,"After the rain, the ground was still damp and muddy.",雨後地面仍然潮濕泥濘。,"Left vacant for years, the deserted house was filled with a thick coating of dust and a smell of old damp wood.",這棟廢棄的房子空置多年，上面積滿了厚厚的灰塵，還有一股陳舊潮濕的木頭味。,,,,,,,114,詞彙題,Question 6,adj./n./v.,"動詞
過去式: damped
過去分詞: damped
現在分詞: damping
第三人稱: damps

名詞
可數；複數: damps

形容詞
比較級: damper
最高級: dampest",,dull; break; wet; mute,,,,,,,,
,,,L4,B2,,deadline,/ˋdɛd͵laɪn/,(n.) 截止日期；最後期限,Students must submit their essays by the deadline next Friday.,學生必須在下週五的截止日期前提交他們的報告。,"For instance, the employees are given much shorter deadlines for the same tasks than before.",舉例來說，員工處理相同任務的期限比以前短得多。,,,,,,,107,詞彙題,Question 7,n.,"名詞
可數；複數: deadlines",,,,,,,,,,
,,,L4,B1,,declare,/dɪˋklɛr/,(v.) 宣布；聲明；申報,The government declared a national holiday for the festival.,政府宣布這個節日為全國性假日。,,,,,,,,,,,,v.,"動詞
過去式: declared
過去分詞: declared
現在分詞: declaring
第三人稱: declares",,break; hold; reveal; expose,,,,,,,,
高中,龍騰-B3-U4,,L4,B2,,decoration,/͵dɛkəˋreʃən/,(n.) 裝飾；裝飾品,We hung colorful decorations for the Christmas party.,我們為聖誕派對掛上了五顏六色的裝飾品。,,,,,,,,,,,,n.,"名詞
可數；複數: decorations",,palm; ornament; ribbon; medal,,,,,,,,H6QjOHZ6wHA
,,,L4,B1,,defeat,/dɪˋfit/,(n./v.) 失敗；擊敗,The team accepted their defeat with grace and vowed to practice harder.,團隊優雅地接受了失敗，並發誓要更努力練習。,,,,,,,,,,,,n./v.,"動詞
過去式: defeated
過去分詞: defeated
現在分詞: defeating
第三人稱: defeats

名詞
可數；複數: defeats",,frustration; overcome; kill,victory; triumph,,,,,,,
高中,龍騰-B2-U6,,L4,B1,,defend,/dɪˋfɛnd/,(v.) 防禦；保衛；辯護,The lawyer was hired to defend her client in court.,這位律師被僱用在法庭上為她的委託人辯護。,The severity of tropical diseases is also a matter of whether governments are capable—and willing—to defend their populations against infections.,熱帶疾病的嚴重程度也取決於政府是否有能力——以及是否願意——保護其人民免受感染。,,,,,,,107,閱讀測驗-文本,Passage for Q45-48,v.,"動詞
過去式: defended
過去分詞: defended
現在分詞: defending
第三人稱: defends",,support; champion; hold; represent,attack; prosecute,,,,,,,pVTffGm2Tik
,,,L4,,,defense,/dɪˋfɛns/,(n.) 防禦；防守；辯護,The city built strong walls for its defense against invaders.,這座城市建造了堅固的城牆，以抵禦入侵者。,"In the sixteenth century, when the Africans were taken from their homes to Brazil against their will and kept in slavery, Capoeira began to take form among the community of slaves for self-defense.",在十六世紀，當非洲人違背意願被帶離家園到巴西並淪為奴隸時，卡波耶拉開始在奴隸社群中形成，作為自衛之用。,,,,,,,106,閱讀測驗-文本,Passage for Q45-48,n.,"名詞
可數；複數: defenses",,denial,prosecution; offense,,,,,,,
高中,龍騰-B2-U6,,L4,,,defensible,/dɪˋfɛnsəb!/,(adj.) 可辯護的；可防禦的,"The old castle was built on a defensible hill, making it hard to attack.",這座古老的城堡建在一個易於防禦的山丘上，使其難以被攻擊。,,,,,,,,,,,,adj.,"形容詞
比較級: more defensible
最高級: most defensible",,,,,,,,,,pVTffGm2Tik
高中,龍騰-B2-U6,,L4,C2,,defensive,/dɪˋfɛnsɪv/,(adj.) 防禦性的；有戒心的,He became defensive whenever anyone criticized his work.,每當有人批評他的工作時，他就會變得防禦性很強（或有戒心）。,,,,,,,,,,,,adj.,"形容詞
比較級: more defensive
最高級: most defensive",,protective,offensive,,,,,,,pVTffGm2Tik
,,,L4,B2,,definite,/ˋdɛfənɪt/,(adj.) 明確的；一定的,The teacher gave us definite instructions for the assignment.,老師給了我們關於這項作業明確的指示。,,,,,,,,,,,,adj.,"形容詞
比較級: more definite
最高級: most definite",,distinct; decisive,,,,,,,,
高中,龍騰-B3-U5,,L4,B2,,delicate (adj.),/ˋdɛləkət/,(adj.) 精緻的；脆弱的；微妙的,The ancient vase was very delicate and had to be handled carefully.,這個古老的瓶子非常精緻脆弱，必須小心處理。,,,,,,,,,,,,adj.,"形容詞
比較級: more delicate
最高級: most delicate",,tender; soft; hard; difficult,rugged,,,,,,,6oYwWLN2ryo
,,,L4,B2,,delight,/dɪˋlaɪt/,(n./v.) 高興；欣喜,Watching the kittens play brought great delight to the children.,觀看小貓玩耍為孩子們帶來了極大的高興。,,,,,,,,,,,,n./v.,"動詞
過去式: delighted
過去分詞: delighted
現在分詞: delighting
第三人稱: delights

名詞
可數；複數: delights",,pleasure; joy; transport; please,,,,,,,,
,,,L4,B2,,delightful,/dɪˋlaɪtfəl/,(adj.) 令人愉快的；討人喜歡的,We had a delightful afternoon picnic by the river.,我們在河邊度過了一個令人愉快的午後野餐。,,,,,,,,,,,,adj.,"形容詞
比較級: more delightful
最高級: most delightful",,delicious,,,,,,,,
高中,龍騰-B3-U8,,L4,B1,,demand,/dɪˋmænd/,(n./v.) 要求；需求,There's a high demand for electric cars now.,現在電動車的需求很高。,"Like it or not, zoos will continue to exist as long as there is a demand for them.",不管你喜不喜歡，只要有需求，動物園就會繼續存在。,,,,,,,114,混合題-文本,Forum J,n./v.,"動詞
過去式: demanded
過去分詞: demanded
現在分詞: demanding
第三人稱: demands

名詞
可數；複數: demands",,need; take; exact; ask,supply; eliminate,command,,,,,,oMz2dkaXJ4E
高中,龍騰-B3-U7,,L4,B2,,demonstrate,/ˋdɛmən͵stret/,(v.) 示範；證明；示威,The chef will demonstrate how to make pasta from scratch.,廚師將示範如何從零開始製作義大利麵。,The science teacher always demonstrates the use of the laboratory equipment before she lets her students use it on their own.,這位自然老師總是在讓學生自行操作實驗設備之前，先示範如何使用它們。,,,,,,,105,詞彙題,Question 7,v.,"動詞
過去式: demonstrated
過去分詞: demonstrated
現在分詞: demonstrating
第三人稱: demonstrates",,exhibit; manifest; present; show,,,,,,,,KShUTOw5qI0
高中,龍騰-B3-U7,,L4,B2,,demonstration,/͵dɛmənˋstreʃən/,(n.) 示範；證明；示威遊行,There was a large demonstration outside the city hall.,市政廳外有一場大型示威遊行。,,,,,,,,,,,,n.,"名詞
可數；複數: demonstrations",,presentation,,,,,,,,KShUTOw5qI0
高中,龍騰-B5-U3,,L4,B2,,dense,/dɛns/,(adj.) 密集的；濃密的,The dense fog made it hard to see the road ahead.,濃霧使得前方道路難以看清。,,,,,,,,,,,,adj.,"形容詞
比較級: denser
最高級: densest",,dull; heavy; dim; thick,,,,,,,,LTGo4437lww
高中,龍騰-B2-U3,,L4,B1,,depart,/dɪˋpɑrt/,(v.) 離開；出發,Our train will depart from Platform 3 at 10 AM.,我們的火車將於上午10點從第三月台出發。,"The lonely ""wind phone"" serves to connect family members to their departed loved ones who died in the tsunami that claimed 18,000 lives.",這個孤獨的「風之電話」用來連結家屬與在奪走1萬8千條人命的海嘯中逝世的摯愛。,,,,,,,113,文意選填,Passage for 21-30,v.,"動詞
過去式: departed
過去分詞: departed
現在分詞: departing
第三人稱: departs",,part; start; stray; quit,conform; come; stay,,,,,,,ePT3Zb-1rbE
高中,龍騰-B2-U3,,L4,B1,,departure,/dɪˋpɑrtʃɚ/,(n.) 離開；出發,We arrived at the airport just in time for our flight's departure.,我們及時趕到機場，正好趕上航班的起飛。,,,,,,,,,,,,n.,"名詞
可數；複數: departures",,release; exit; expiration; loss,,,,,,,,ePT3Zb-1rbE
,,,L4,B2,,dependent,/dɪˋpɛndənt/,(adj./n.) 依賴的；取決於…的,Children are usually dependent on their parents for everything.,孩子通常在所有事情上都依賴他們的父母。,Russia is widely portrayed as the most alcohol-dependent country in the world.,俄羅斯被廣泛描繪為世界上最依賴酒精的國家。,,,,,,,114,閱讀測驗-文本,Passage for Q43-46,adj./n.,"名詞
可數；複數: dependents

形容詞
比較級: more dependent
最高級: most dependent",,subordinate; subject; reliant,independent,,,,,,,
,,,L4,B2,,depression,/dɪˋprɛʃən/,(n.) 沮喪；憂鬱症；蕭條,The economic depression led to many job losses.,經濟蕭條導致許多人失業。,"Research shows that modest amounts of exercise—even just 15 minutes a day—helps ease depression, enhance self-image, relieve stress, and much more.",研究顯示，適量的運動——即使每天只運動15分鐘——有助於緩解憂鬱、提升自我形象、減輕壓力，還有更多好處。,,,,,,,110,文意選填,Passage for 31-40,n.,"名詞
可數；複數: depressions",,low; impression; slump,,,,,,,,
,,,L4,B1,,deserve,/dɪˋzɝv/,(v.) 應得；值得,You deserve a break after all that hard work.,經過所有那些努力工作後，你應得一次休息。,No one deserves to be laughed at for their pronunciation.,沒有人該因為發音被嘲笑。,,,,,,,109,詞彙題,Question 12,v.,"動詞
過去式: deserved
過去分詞: deserved
現在分詞: deserving
第三人稱: deserves",,merit; rate,,,,,,,,
高中,龍騰-B4-U9,,L4,B2,,desperate,/ˋdɛspərɪt/,(adj.) 絕望的；極度渴望的；拚命的,They made a desperate attempt to save the drowning child.,他們拚命嘗試去拯救那個溺水的孩子。,"If something dangerous needed to be done for a scene, the producers would hire anyone crazy or desperate enough to do it.",如果某個場景需要做一些危險的事情，製作人會僱用任何瘋狂或絕望到足以去執行的人。,,,,,,,111,文意選填,Passage for 21-30,adj.,"形容詞
比較級: more desperate
最高級: most desperate",,imperative; critical; brave; dangerous,,,,,,,,glIlMsB9T7I
,,,L4,B1,,despite,/dɪˋspaɪt/,(prep.) 儘管；雖然,"Despite the rain, we still went for a walk.",儘管下雨，我們還是去散步了。,"Thus, more and more patients are now advised to keep moving despite the pain.",因此，現在越來越多的患者被建議即使疼痛也要繼續活動。,,,,,,,113,篇章結構,Passage for 31-34,prep.,,,,,,,,,,,
,,,L4,B2,,destruction,/dɪˋstrʌkʃən/,(n.) 破壞；毀滅,The earthquake caused widespread destruction in the city.,這場地震對城市造成了廣泛的破壞。,,,,,,,,,,,,n.,"名詞
可數；複數: destructions",,death; end,,,,,,,,
,,,L4,B1,,detective,/dɪˋtɛktɪv/,(n./adj.) 偵探,The detective found a crucial clue at the crime scene.,這位偵探在犯罪現場找到了一個關鍵線索。,"Sherlock Holmes, a detective in a popular fiction series, has impressed readers with his amazing powers of observation and his knowledge of trivial facts.",夏洛克‧福爾摩斯，一個受歡迎小說系列中的偵探，以他驚人的觀察力和對瑣碎事實的知識，給讀者留下了深刻的印象。,,,,,,,106,詞彙題,Question 15,n./adj.,"名詞
可數；複數: detectives

形容詞
比較級: more detective
最高級: most detective",,investigator,,,,,,,,
高中,龍騰-B1-U7,,L4,B2,,determination,/dɪ͵tɝməˋneʃən/,(n.) 決心；測定,Her strong determination helped her achieve her goals.,她堅強的決心幫助她實現了目標。,,,,,,,,,,,,n.,"名詞
可數；複數: determinations",,purpose; conclusion; decision,,,,,,,,JF1Y4lkbQJ4
,,,L4,B2,,device,/dɪˋvaɪs/,(n.) 裝置；設備,This new device can translate languages instantly.,這個新裝置可以即時翻譯語言。,"Most impressively, the magical fastener was used in the first human artificial heart transplantation to hold together parts of the device.",最令人印象深刻的是，這種神奇的扣件被用於第一次人工心臟移植手術中，以將裝置的各個部分固定在一起。,,,,,,,113,閱讀測驗-文本,Passage for 35-38,n.,"名詞
可數；複數: devices",,twist,,,,,,,,
,,,L4,C2,,devise,/dɪˋvaɪz/,(v.) 設計；想出,The company needs to devise a new marketing strategy.,這家公司需要設計一套新的行銷策略。,,,,,,,,,,,,v.,"動詞
過去式: devised
過去分詞: devised
現在分詞: devising
第三人稱: devises",,forge; formulate; prepare; organize,,,,,,,,
高中,龍騰-B3-U9,,L4,B2,,devote,/dɪˋvot/,(v.) 奉獻；致力於,Many students devote their time to studying for college entrance exams.,許多學生奉獻他們的時間致力於準備大學入學考試。,,,,,,,,,,,,v.,"動詞
過去式: devoted
過去分詞: devoted
現在分詞: devoting
第三人稱: devotes",devote to 致力於,give; commit; dedicate,,,,,,,,v7iYms0usFM
,,,L4,,,dew,/dju/,(n.) 露水,"The grass was wet with morning dew, sparkling in the sunlight.",草地上沾滿晨露，在陽光下閃閃發光。,,,,,,,,,,,,n.,"名詞
可數；複數: dews",,,,,,,,,,
,,,L4,B1,,diagram,/ˋdaɪə͵græm/,(n./v.) 圖表；圖解,Our science teacher used a diagram to explain the human digestive system.,我們的自然老師用圖表解釋人體消化系統。,,,,,,,,,,,,n./v.,"動詞
過去式: diagrammed
過去分詞: diagrammed
現在分詞: diagramming
第三人稱: diagrams

名詞
可數；複數: diagrams",,plot,,,,,,,,
高中,龍騰-B5-U3,,L4,B2,,differ,/ˋdɪfɚ/,(v.) 不同；相異,My opinion on the matter doesn't differ much from yours.,我對這件事的看法和你的沒有太大不同。,"Dr. Weinstein is not alone in his treatment of sports injury, but the specific advice can differ from specialist to specialist.",魏斯坦博士在運動傷害的治療上並非獨行俠，但具體的建議會因專家而異。,,,,,,,113,篇章結構,Passage for 31-34,v.,"動詞
過去式: differed
過去分詞: differed
現在分詞: differing
第三人稱: differs",differ from 不同於,,equal; be,,,,,,,uBWemBo1Xmw
,,,L4,C1,,digest,/daɪˋdʒɛst/,(n./v.) 摘要；文摘,I read a short digest of the long article to save time.,我讀了那篇長文的簡短摘要以節省時間。,,,,,,,,,,,,n./v.,"動詞
過去式: digested
過去分詞: digested
現在分詞: digesting
第三人稱: digests

名詞
可數；複數: digests",,,,,,,,,,
,,,L4,A2,,digital,/ˋdɪdʒɪt!/,(adj.) 數位的；數字的,Most students prefer reading digital books on their tablets these days.,現今大多數學生都喜歡在平板電腦上閱讀數位書籍。,"This probably explains why during the COVID-19 pandemic, horror and pandemic thrillers were the most-watched movies on digital movie apps.",這或許解釋了為什麼在COVID-19大流行期間，恐怖片和疫情驚悚片是數位電影應用程式上觀看次數最多的電影。,,,,,,,114,閱讀測驗-文本,Passage for Q39-42,adj.,"形容詞
比較級: more digital
最高級: most digital",,,,,,,,,,
高中,龍騰-B5-U6,,L4,C2,,dignity,/ˋdɪgnətɪ/,(n.) 尊嚴；莊重,"The old man always behaved with great dignity, even in difficult times.",那位老人即使在困難時期也總是表現得很有尊嚴。,,,,,,,,,,,,n.,"名詞
可數；複數: dignities",,,,,,,,,,faP-fT8Gz0s
,,,L4,,,diligence,/ˋdɪlədʒəns/,(n.) 勤勉；勤奮,Her diligence in studying paid off when she got into her dream university.,她在學習上的勤奮在考上理想大學時得到了回報。,,,,,,,,,,,,n.,"名詞
可數；複數: diligences",,application; industry,,,,,,,,
,,,L4,,,diligent,/ˋdɪlədʒənt/,(adj.) 勤勉的；勤奮的,"To achieve good grades, you must be diligent in your studies.",為了取得好成績，你必須勤奮學習。,,,,,,,,,,,,adj.,"形容詞
比較級: more diligent
最高級: most diligent",,patient,,,,,,,,
,,,L4,A2,,diploma,/dɪˋplomə/,(n.) 文憑；畢業證書,"After four years, she finally received her college diploma.",四年後，她終於拿到了大學文憑。,,,,,,,,,,,,n.,"名詞
可數；複數: diplomas",,,,,,,,,,
,,,L4,B2,,diplomat,/ˋdɪpləmæt/,(n.) 外交官,A skilled diplomat can resolve international conflicts peacefully.,一位嫻熟的外交官能夠和平解決國際衝突。,,,,,,,,,,,,n.,"名詞
可數；複數: diplomats",,,,,,,,,,
,,,L4,B2,,disability,/dɪsəˋbɪlətɪ/,(n.) 殘疾；無能,The new building has ramps to ensure accessibility for people with disabilities.,新大樓設有坡道，以確保身心障礙者的可及性。,,,,,,,,,,,,n.,"名詞
可數；複數: disabilities",,handicap,,,,,,,,
高中,龍騰-B2-U5,,L4,B1,,disadvantage,/͵dɪsədˋvæntɪdʒ/,(n./v.) 不利條件；缺點,Being a small company is a disadvantage when competing with large corporations.,作為一家小公司，在與大企業競爭時是個不利條件。,,,,,,,,,,,,n./v.,"動詞
過去式: disadvantaged
過去分詞: disadvantaged
現在分詞: disadvantaging
第三人稱: disadvantages

名詞
可數；複數: disadvantages",,hamper; handicap,advantage,,,,,,,rqIb9pquYz8
,,,L4,,,disappoint(ment),/͵dɪsəˋpɔɪnt/ ; /͵dɪsəˋpɔɪntmənt/,(v./(n.)) 使失望,Don't disappoint your parents; study hard for your exams.,別讓你的父母失望；為你的考試努力學習。,"David felt disappointed when he found out that he could not choose his study partners, but would be randomly placed in a study group.",大衛發現他不能選擇學習夥伴，而是被隨機分到一個學習小組時，感到很失望。,,,,,,,113,詞彙題,Question 10,n.,,,,,,,,,,,
,,,L4,B2,,disaster,/dɪˋzæstɚ/,(n.) 災難；不幸,The flood was a natural disaster that caused much damage to the town.,這場洪水是一場自然災難，對城鎮造成了巨大的破壞。,"When subjected to repeated pressurization high in the sky, the four corners on a square window may spell disaster.",當方形窗戶在高空反覆承受加壓時，它的四個角可能會釀成災難。,,,,,,,111,綜合測驗,Passage for 16-20,n.,"名詞
可數；複數: disasters",,catastrophe; tragedy,,,,,,,,
,,,L4,B2,,discipline,/ˋdɪsəplɪn/,(n./v.) 紀律；學科；懲戒,Good discipline is essential for students to succeed in their studies.,良好的紀律對於學生學業成功至關重要。,"“Judo helped me by giving me serenity, discipline, commitment—everything,” he said.",他說：「柔道幫助我獲得了平靜、紀律、承諾—所有的一切。」,,,,,,,111,混合題-文本,Passage for 47-49 (Mixed Questions),n./v.,"動詞
過去式: disciplined
過去分詞: disciplined
現在分詞: disciplining
第三人稱: disciplines

名詞
可數；複數: disciplines",,subject; field; check; study,,,,,,,,
,,,L4,,,discourage(ment),/dɪsˋkɝɪdʒ/ ; /dɪsˋkɝɪdʒmənt/,(v./(n.)) 使氣餒；勸阻,Don't let a few failures discourage you from trying again.,別讓一些失敗使你氣餒而不願再嘗試。,,,,,,,,,,,,n.,,,,,,,,,,,
,,,L4,B2,,disguise,/dɪsˋgaɪz/,(v./n.) 假扮；掩飾,"She tried to disguise her voice, so her friends wouldn't recognize her.",她試圖偽裝聲音，這樣朋友們就認不出她了。,,,,,,,,,,,,v./n.,"動詞
過去式: disguised
過去分詞: disguised
現在分詞: disguising
第三人稱: disguises

名詞
可數；複數: disguises",,,,,,,,,,
,,,L4,C2,,disgust,/dɪsˋgʌst/,(n./v.) 厭惡；反感,He felt great disgust at the politician's dishonest behavior.,他對那位政客不誠實的行為感到極度厭惡。,,,,,,,,,,,,n./v.,"動詞
過去式: disgusted
過去分詞: disgusted
現在分詞: disgusting
第三人稱: disgusts

名詞
可數；複數: disgusts",,revolt,,,,,,,,
,,,L4,C1,,dismiss,/dɪsˋmɪs/,(v.) 解散；解雇；不予理會,The teacher dismissed the class early because of the heavy rain.,老師因為大雨提早解散了班級。,,,,,,,,,,,,v.,"動詞
過去式: dismissed
過去分詞: dismissed
現在分詞: dismissing
第三人稱: dismisses",,drop; fire; ignore; sack,hire,,"dis3- (away, apart (分離，遠離))",,mit/miss (send (送)),,,
,,,L4,C1,,disorder,/dɪsˋɔrdɚ/,(n./v.) 混亂；失調,The room was in complete disorder after the party.,派對後，房間一片混亂。,,,,,,,,,,,,n./v.,"動詞
過去式: disordered
過去分詞: disordered
現在分詞: disordering
第三人稱: disorders

名詞
可數；複數: disorders",,trouble; upset; distract,order,,,,,,,
,,,L4,C2,,dispute,/dɪˋspjut/,(n./v.) 爭論；糾紛,They settled their land dispute peacefully.,他們和平地解決了土地糾紛。,,,,,,,,,,,,n./v.,"動詞
過去式: disputed
過去分詞: disputed
現在分詞: disputing
第三人稱: disputes

名詞
可數；複數: disputes",,conflict; challenge; quarrel; difference,,,,,,,,
